"domain","available","isPremiumName","premiumRegistrationPrice","premiumRenewalPrice","icannFee","eapFee"
"aliasclay.com","true","false","0","0","0","0.0"
"alibiclay.com","true","false","0","0","0","0.0"
"alienclay.com","false","false","0","0","0","0.0"
"alignclay.com","true","false","0","0","0","0.0"
"alikeclay.com","true","false","0","0","0","0.0"
"alitclay.com","true","false","0","0","0","0.0"
"aliveclay.com","true","false","0","0","0","0.0"
"allclay.com","false","false","0","0","0","0.0"
"agingclay.com","true","false","0","0","0","0.0"
"aglowclay.com","true","false","0","0","0","0.0"
"agoclay.com","true","false","0","0","0","0.0"
"agogclay.com","true","false","0","0","0","0.0"
"agonyclay.com","true","false","0","0","0","0.0"
"agreeclay.com","true","false","0","0","0","0.0"
"agueclay.com","true","false","0","0","0","0.0"
"ahaclay.com","true","false","0","0","0","0.0"
"aheadclay.com","true","false","0","0","0","0.0"
"ahemclay.com","true","false","0","0","0","0.0"
"aholdclay.com","true","false","0","0","0","0.0"
"ahoyclay.com","true","false","0","0","0","0.0"
"aidclay.com","true","false","0","0","0","0.0"
"aideclay.com","true","false","0","0","0","0.0"
"aidedclay.com","true","false","0","0","0","0.0"
"aidesclay.com","true","false","0","0","0","0.0"
"aidsclay.com","true","false","0","0","0","0.0"
"ailclay.com","true","false","0","0","0","0.0"
"ailedclay.com","true","false","0","0","0","0.0"
"ailsclay.com","true","false","0","0","0","0.0"
"aimclay.com","true","false","0","0","0","0.0"
"aimedclay.com","true","false","0","0","0","0.0"
"aimsclay.com","true","false","0","0","0","0.0"
"aioliclay.com","true","false","0","0","0","0.0"
"airclay.com","false","false","0","0","0","0.0"
"amaclay.com","true","false","0","0","0","0.0"
"amassclay.com","true","false","0","0","0","0.0"
"amazeclay.com","true","false","0","0","0","0.0"
"amberclay.com","false","false","0","0","0","0.0"
"ambitclay.com","true","false","0","0","0","0.0"
"ambleclay.com","true","false","0","0","0","0.0"
"amebaclay.com","true","false","0","0","0","0.0"
"amenclay.com","true","false","0","0","0","0.0"
"amendclay.com","true","false","0","0","0","0.0"
"amidclay.com","true","false","0","0","0","0.0"
"amigoclay.com","true","false","0","0","0","0.0"
"amissclay.com","true","false","0","0","0","0.0"
"amityclay.com","true","false","0","0","0","0.0"
"ammoclay.com","true","false","0","0","0","0.0"
"amokclay.com","true","false","0","0","0","0.0"
"amongclay.com","true","false","0","0","0","0.0"
"amourclay.com","true","false","0","0","0","0.0"
"ampclay.com","true","false","0","0","0","0.0"
"ampleclay.com","true","false","0","0","0","0.0"
"amplyclay.com","true","false","0","0","0","0.0"
"ampsclay.com","true","false","0","0","0","0.0"
"amuckclay.com","true","false","0","0","0","0.0"
"amuseclay.com","true","false","0","0","0","0.0"
"andclay.com","false","false","0","0","0","0.0"
"anewclay.com","false","false","0","0","0","0.0"
"allahclay.com","true","false","0","0","0","0.0"
"allayclay.com","true","false","0","0","0","0.0"
"alleyclay.com","true","false","0","0","0","0.0"
"allotclay.com","true","false","0","0","0","0.0"
"allowclay.com","true","false","0","0","0","0.0"
"alloyclay.com","true","false","0","0","0","0.0"
"allyclay.com","true","false","0","0","0","0.0"
"almsclay.com","true","false","0","0","0","0.0"
"aloeclay.com","true","false","0","0","0","0.0"
"aloesclay.com","true","false","0","0","0","0.0"
"aloftclay.com","true","false","0","0","0","0.0"
"alohaclay.com","false","false","0","0","0","0.0"
"aloneclay.com","true","false","0","0","0","0.0"
"alongclay.com","true","false","0","0","0","0.0"
"alooclay.com","true","false","0","0","0","0.0"
"aloofclay.com","true","false","0","0","0","0.0"
"aloudclay.com","true","false","0","0","0","0.0"
"alphaclay.com","false","false","0","0","0","0.0"
"alsoclay.com","true","false","0","0","0","0.0"
"altarclay.com","true","false","0","0","0","0.0"
"alterclay.com","false","false","0","0","0","0.0"
"altoclay.com","true","false","0","0","0","0.0"
"altosclay.com","true","false","0","0","0","0.0"
"alumclay.com","true","false","0","0","0","0.0"
"alumsclay.com","true","false","0","0","0","0.0"
"angelclay.com","false","false","0","0","0","0.0"
"angleclay.com","true","false","0","0","0","0.0"
"angloclay.com","true","false","0","0","0","0.0"
"angstclay.com","true","false","0","0","0","0.0"
"animeclay.com","true","false","0","0","0","0.0"
"anionclay.com","true","false","0","0","0","0.0"
"aniseclay.com","true","false","0","0","0","0.0"
"ankhclay.com","true","false","0","0","0","0.0"
"ankleclay.com","true","false","0","0","0","0.0"
"annexclay.com","true","false","0","0","0","0.0"
"annoyclay.com","true","false","0","0","0","0.0"
"annulclay.com","true","false","0","0","0","0.0"
"anodeclay.com","true","false","0","0","0","0.0"
"anonclay.com","true","false","0","0","0","0.0"
"antclay.com","false","false","0","0","0","0.0"
"anteclay.com","true","false","0","0","0","0.0"
"antedclay.com","true","false","0","0","0","0.0"
"antesclay.com","true","false","0","0","0","0.0"
"anticlay.com","true","false","0","0","0","0.0"
"anticclay.com","false","false","0","0","0","0.0"
"antisclay.com","true","false","0","0","0","0.0"
"antsclay.com","true","false","0","0","0","0.0"
"antsyclay.com","true","false","0","0","0","0.0"
"anvilclay.com","true","false","0","0","0","0.0"
"anyclay.com","false","false","0","0","0","0.0"
"aortaclay.com","true","false","0","0","0","0.0"
"apaceclay.com","true","false","0","0","0","0.0"
"apartclay.com","true","false","0","0","0","0.0"
"apeclay.com","true","false","0","0","0","0.0"
"apedclay.com","true","false","0","0","0","0.0"
"apesclay.com","true","false","0","0","0","0.0"
"apexclay.com","true","false","0","0","0","0.0"
"aphidclay.com","true","false","0","0","0","0.0"
"apingclay.com","true","false","0","0","0","0.0"
"appclay.com","false","false","0","0","0","0.0"
"appalclay.com","true","false","0","0","0","0.0"
"appleclay.com","true","false","0","0","0","0.0"
"applyclay.com","true","false","0","0","0","0.0"
"appsclay.com","true","false","0","0","0","0.0"
"aprilclay.com","true","false","0","0","0","0.0"
"apronclay.com","true","false","0","0","0","0.0"
"apseclay.com","true","false","0","0","0","0.0"
"apsesclay.com","true","false","0","0","0","0.0"
"aptclay.com","true","false","0","0","0","0.0"
"aptlyclay.com","true","false","0","0","0","0.0"
"aquaclay.com","false","false","0","0","0","0.0"
"arabclay.com","true","false","0","0","0","0.0"
"arborclay.com","true","false","0","0","0","0.0"
"arcclay.com","true","false","0","0","0","0.0"
"arcedclay.com","true","false","0","0","0","0.0"
"archclay.com","true","false","0","0","0","0.0"
"arcsclay.com","true","false","0","0","0","0.0"
"ardorclay.com","true","false","0","0","0","0.0"
"areclay.com","true","false","0","0","0","0.0"
"areaclay.com","true","false","0","0","0","0.0"
"areasclay.com","true","false","0","0","0","0.0"
"arenaclay.com","true","false","0","0","0","0.0"
"aresclay.com","true","false","0","0","0","0.0"
"argonclay.com","true","false","0","0","0","0.0"
"argotclay.com","true","false","0","0","0","0.0"
"argueclay.com","true","false","0","0","0","0.0"
"ariaclay.com","true","false","0","0","0","0.0"
"ariasclay.com","true","false","0","0","0","0.0"
"aridclay.com","true","false","0","0","0","0.0"
"ariesclay.com","true","false","0","0","0","0.0"
"ariseclay.com","true","false","0","0","0","0.0"
"arkclay.com","false","false","0","0","0","0.0"
"armclay.com","true","false","0","0","0","0.0"
"armedclay.com","true","false","0","0","0","0.0"
"armorclay.com","false","false","0","0","0","0.0"
"armsclay.com","true","false","0","0","0","0.0"
"armyclay.com","true","false","0","0","0","0.0"
"aromaclay.com","false","false","0","0","0","0.0"
"aroseclay.com","true","false","0","0","0","0.0"
"arrayclay.com","true","false","0","0","0","0.0"
"arrowclay.com","true","false","0","0","0","0.0"
"arseclay.com","true","false","0","0","0","0.0"
"arsedclay.com","true","false","0","0","0","0.0"
"arsesclay.com","true","false","0","0","0","0.0"
"arsonclay.com","true","false","0","0","0","0.0"
"artclay.com","false","false","0","0","0","0.0"
"artsclay.com","false","false","0","0","0","0.0"
"artsyclay.com","false","false","0","0","0","0.0"
"artyclay.com","true","false","0","0","0","0.0"
"aryanclay.com","true","false","0","0","0","0.0"
"asapclay.com","true","false","0","0","0","0.0"
"asciiclay.com","true","false","0","0","0","0.0"
"ascotclay.com","true","false","0","0","0","0.0"
"ashclay.com","false","false","0","0","0","0.0"
"ashenclay.com","true","false","0","0","0","0.0"
"ashesclay.com","true","false","0","0","0","0.0"
"ashyclay.com","true","false","0","0","0","0.0"
"asianclay.com","true","false","0","0","0","0.0"
"asideclay.com","true","false","0","0","0","0.0"
"askclay.com","false","false","0","0","0","0.0"
"askedclay.com","true","false","0","0","0","0.0"
"askewclay.com","true","false","0","0","0","0.0"
"asksclay.com","true","false","0","0","0","0.0"
"aspclay.com","true","false","0","0","0","0.0"
"aspenclay.com","true","false","0","0","0","0.0"
"auksclay.com","true","false","0","0","0","0.0"
"auntclay.com","true","false","0","0","0","0.0"
"auntsclay.com","true","false","0","0","0","0.0"
"auntyclay.com","true","false","0","0","0","0.0"
"auraclay.com","false","false","0","0","0","0.0"
"auralclay.com","true","false","0","0","0","0.0"
"aurasclay.com","true","false","0","0","0","0.0"
"autoclay.com","false","false","0","0","0","0.0"
"autosclay.com","true","false","0","0","0","0.0"
"availclay.com","true","false","0","0","0","0.0"
"averclay.com","true","false","0","0","0","0.0"
"aversclay.com","true","false","0","0","0","0.0"
"avertclay.com","true","false","0","0","0","0.0"
"avianclay.com","true","false","0","0","0","0.0"
"avidclay.com","true","false","0","0","0","0.0"
"avoidclay.com","true","false","0","0","0","0.0"
"avowclay.com","true","false","0","0","0","0.0"
"avowsclay.com","true","false","0","0","0","0.0"
"awaitclay.com","true","false","0","0","0","0.0"
"awakeclay.com","true","false","0","0","0","0.0"
"awardclay.com","true","false","0","0","0","0.0"
"awareclay.com","true","false","0","0","0","0.0"
"awashclay.com","true","false","0","0","0","0.0"
"awayclay.com","true","false","0","0","0","0.0"
"aweclay.com","false","false","0","0","0","0.0"
"aspicclay.com","true","false","0","0","0","0.0"
"aspsclay.com","true","false","0","0","0","0.0"
"assayclay.com","true","false","0","0","0","0.0"
"assesclay.com","true","false","0","0","0","0.0"
"assetclay.com","true","false","0","0","0","0.0"
"asterclay.com","false","false","0","0","0","0.0"
"astirclay.com","true","false","0","0","0","0.0"
"ateclay.com","true","false","0","0","0","0.0"
"atlasclay.com","true","false","0","0","0","0.0"
"atmclay.com","true","false","0","0","0","0.0"
"atollclay.com","true","false","0","0","0","0.0"
"atomclay.com","true","false","0","0","0","0.0"
"atomsclay.com","true","false","0","0","0","0.0"
"atoneclay.com","false","false","0","0","0","0.0"
"atopclay.com","true","false","0","0","0","0.0"
"atriaclay.com","true","false","0","0","0","0.0"
"attarclay.com","true","false","0","0","0","0.0"
"atticclay.com","true","false","0","0","0","0.0"
"atvclay.com","true","false","0","0","0","0.0"
"audioclay.com","true","false","0","0","0","0.0"
"auditclay.com","true","false","0","0","0","0.0"
"augerclay.com","true","false","0","0","0","0.0"
"aughtclay.com","true","false","0","0","0","0.0"
"augurclay.com","true","false","0","0","0","0.0"
"aukclay.com","true","false","0","0","0","0.0"
"baasclay.com","true","false","0","0","0","0.0"
"babaclay.com","true","false","0","0","0","0.0"
"babasclay.com","true","false","0","0","0","0.0"
"babeclay.com","false","false","0","0","0","0.0"
"babelclay.com","true","false","0","0","0","0.0"
"babesclay.com","true","false","0","0","0","0.0"
"babyclay.com","false","false","0","0","0","0.0"
"baccyclay.com","true","false","0","0","0","0.0"
"backclay.com","true","false","0","0","0","0.0"
"backsclay.com","true","false","0","0","0","0.0"
"baconclay.com","true","false","0","0","0","0.0"
"baddyclay.com","true","false","0","0","0","0.0"
"badeclay.com","true","false","0","0","0","0.0"
"badgeclay.com","true","false","0","0","0","0.0"
"bagclay.com","true","false","0","0","0","0.0"
"bagelclay.com","true","false","0","0","0","0.0"
"baggyclay.com","true","false","0","0","0","0.0"
"bagsclay.com","true","false","0","0","0","0.0"
"bahclay.com","true","false","0","0","0","0.0"
"bailclay.com","true","false","0","0","0","0.0"
"bailsclay.com","true","false","0","0","0","0.0"
"bairnclay.com","true","false","0","0","0","0.0"
"baitclay.com","true","false","0","0","0","0.0"
"baitsclay.com","true","false","0","0","0","0.0"
"baizeclay.com","true","false","0","0","0","0.0"
"awedclay.com","true","false","0","0","0","0.0"
"awesclay.com","true","false","0","0","0","0.0"
"awingclay.com","true","false","0","0","0","0.0"
"awlclay.com","true","false","0","0","0","0.0"
"awlsclay.com","true","false","0","0","0","0.0"
"awokeclay.com","true","false","0","0","0","0.0"
"awolclay.com","true","false","0","0","0","0.0"
"awryclay.com","true","false","0","0","0","0.0"
"axeclay.com","true","false","0","0","0","0.0"
"axedclay.com","true","false","0","0","0","0.0"
"axesclay.com","true","false","0","0","0","0.0"
"axialclay.com","true","false","0","0","0","0.0"
"axingclay.com","true","false","0","0","0","0.0"
"axiomclay.com","true","false","0","0","0","0.0"
"axisclay.com","true","false","0","0","0","0.0"
"axleclay.com","true","false","0","0","0","0.0"
"axlesclay.com","true","false","0","0","0","0.0"
"axonclay.com","true","false","0","0","0","0.0"
"ayeclay.com","true","false","0","0","0","0.0"
"ayesclay.com","true","false","0","0","0","0.0"
"aztclay.com","true","false","0","0","0","0.0"
"aztecclay.com","false","false","0","0","0","0.0"
"azureclay.com","true","false","0","0","0","0.0"
"baaclay.com","true","false","0","0","0","0.0"
"baaedclay.com","true","false","0","0","0","0.0"
"banesclay.com","true","false","0","0","0","0.0"
"bangclay.com","true","false","0","0","0","0.0"
"bangsclay.com","true","false","0","0","0","0.0"
"banjoclay.com","true","false","0","0","0","0.0"
"bankclay.com","true","false","0","0","0","0.0"
"banksclay.com","true","false","0","0","0","0.0"
"bannsclay.com","true","false","0","0","0","0.0"
"bansclay.com","true","false","0","0","0","0.0"
"bantuclay.com","true","false","0","0","0","0.0"
"bapclay.com","true","false","0","0","0","0.0"
"bapsclay.com","true","false","0","0","0","0.0"
"barclay.com","false","false","0","0","0","0.0"
"barbclay.com","true","false","0","0","0","0.0"
"barbsclay.com","true","false","0","0","0","0.0"
"bardclay.com","true","false","0","0","0","0.0"
"bardsclay.com","true","false","0","0","0","0.0"
"bareclay.com","false","false","0","0","0","0.0"
"baredclay.com","true","false","0","0","0","0.0"
"barerclay.com","true","false","0","0","0","0.0"
"baresclay.com","true","false","0","0","0","0.0"
"barfclay.com","true","false","0","0","0","0.0"
"barfsclay.com","true","false","0","0","0","0.0"
"bargeclay.com","true","false","0","0","0","0.0"
"barkclay.com","true","false","0","0","0","0.0"
"barksclay.com","true","false","0","0","0","0.0"
"bakeclay.com","false","false","0","0","0","0.0"
"bakedclay.com","false","false","0","0","0","0.0"
"bakerclay.com","true","false","0","0","0","0.0"
"bakesclay.com","true","false","0","0","0","0.0"
"baldclay.com","true","false","0","0","0","0.0"
"baldyclay.com","true","false","0","0","0","0.0"
"baleclay.com","true","false","0","0","0","0.0"
"baledclay.com","true","false","0","0","0","0.0"
"balesclay.com","true","false","0","0","0","0.0"
"balkclay.com","true","false","0","0","0","0.0"
"balksclay.com","true","false","0","0","0","0.0"
"balkyclay.com","true","false","0","0","0","0.0"
"ballclay.com","false","false","0","0","0","0.0"
"ballsclay.com","true","false","0","0","0","0.0"
"balmclay.com","true","false","0","0","0","0.0"
"balmsclay.com","true","false","0","0","0","0.0"
"balmyclay.com","true","false","0","0","0","0.0"
"balsaclay.com","true","false","0","0","0","0.0"
"balticlay.com","true","false","0","0","0","0.0"
"banclay.com","true","false","0","0","0","0.0"
"banalclay.com","true","false","0","0","0","0.0"
"bandclay.com","true","false","0","0","0","0.0"
"bandsclay.com","true","false","0","0","0","0.0"
"bandyclay.com","true","false","0","0","0","0.0"
"baneclay.com","true","false","0","0","0","0.0"
"batikclay.com","true","false","0","0","0","0.0"
"batonclay.com","true","false","0","0","0","0.0"
"batsclay.com","true","false","0","0","0","0.0"
"battyclay.com","true","false","0","0","0","0.0"
"baudclay.com","true","false","0","0","0","0.0"
"baudsclay.com","true","false","0","0","0","0.0"
"baulkclay.com","true","false","0","0","0","0.0"
"bawdyclay.com","true","false","0","0","0","0.0"
"bawlclay.com","true","false","0","0","0","0.0"
"bawlsclay.com","true","false","0","0","0","0.0"
"bayclay.com","false","false","0","0","0","0.0"
"bayedclay.com","true","false","0","0","0","0.0"
"bayouclay.com","true","false","0","0","0","0.0"
"baysclay.com","false","false","0","0","0","0.0"
"beachclay.com","true","false","0","0","0","0.0"
"beadclay.com","false","false","0","0","0","0.0"
"beadsclay.com","true","false","0","0","0","0.0"
"beadyclay.com","true","false","0","0","0","0.0"
"beakclay.com","true","false","0","0","0","0.0"
"beaksclay.com","true","false","0","0","0","0.0"
"beamclay.com","false","false","0","0","0","0.0"
"beamsclay.com","true","false","0","0","0","0.0"
"beanclay.com","true","false","0","0","0","0.0"
"beansclay.com","true","false","0","0","0","0.0"
"bearclay.com","true","false","0","0","0","0.0"
"barmyclay.com","true","false","0","0","0","0.0"
"barnclay.com","true","false","0","0","0","0.0"
"barnsclay.com","true","false","0","0","0","0.0"
"baronclay.com","true","false","0","0","0","0.0"
"barsclay.com","true","false","0","0","0","0.0"
"basalclay.com","true","false","0","0","0","0.0"
"baseclay.com","true","false","0","0","0","0.0"
"basedclay.com","true","false","0","0","0","0.0"
"baserclay.com","true","false","0","0","0","0.0"
"basesclay.com","true","false","0","0","0","0.0"
"bashclay.com","true","false","0","0","0","0.0"
"basicclay.com","true","false","0","0","0","0.0"
"basilclay.com","true","false","0","0","0","0.0"
"basinclay.com","true","false","0","0","0","0.0"
"basisclay.com","true","false","0","0","0","0.0"
"baskclay.com","true","false","0","0","0","0.0"
"basksclay.com","true","false","0","0","0","0.0"
"bassclay.com","true","false","0","0","0","0.0"
"basteclay.com","true","false","0","0","0","0.0"
"batclay.com","true","false","0","0","0","0.0"
"batchclay.com","true","false","0","0","0","0.0"
"batedclay.com","true","false","0","0","0","0.0"
"bathclay.com","true","false","0","0","0","0.0"
"batheclay.com","true","false","0","0","0","0.0"
"bathsclay.com","true","false","0","0","0","0.0"
"beesclay.com","true","false","0","0","0","0.0"
"beetclay.com","true","false","0","0","0","0.0"
"beetsclay.com","true","false","0","0","0","0.0"
"befitclay.com","true","false","0","0","0","0.0"
"begclay.com","true","false","0","0","0","0.0"
"beganclay.com","true","false","0","0","0","0.0"
"begatclay.com","true","false","0","0","0","0.0"
"begetclay.com","true","false","0","0","0","0.0"
"beginclay.com","true","false","0","0","0","0.0"
"begotclay.com","true","false","0","0","0","0.0"
"begsclay.com","true","false","0","0","0","0.0"
"begunclay.com","true","false","0","0","0","0.0"
"beigeclay.com","true","false","0","0","0","0.0"
"beingclay.com","true","false","0","0","0","0.0"
"belayclay.com","true","false","0","0","0","0.0"
"belchclay.com","true","false","0","0","0","0.0"
"belieclay.com","true","false","0","0","0","0.0"
"bellclay.com","false","false","0","0","0","0.0"
"belleclay.com","true","false","0","0","0","0.0"
"bellsclay.com","true","false","0","0","0","0.0"
"bellyclay.com","true","false","0","0","0","0.0"
"belowclay.com","true","false","0","0","0","0.0"
"beltclay.com","true","false","0","0","0","0.0"
"beltsclay.com","true","false","0","0","0","0.0"
"benchclay.com","true","false","0","0","0","0.0"
"beardclay.com","true","false","0","0","0","0.0"
"bearsclay.com","true","false","0","0","0","0.0"
"beastclay.com","true","false","0","0","0","0.0"
"beatclay.com","true","false","0","0","0","0.0"
"beatsclay.com","true","false","0","0","0","0.0"
"beauclay.com","true","false","0","0","0","0.0"
"beausclay.com","true","false","0","0","0","0.0"
"beautclay.com","true","false","0","0","0","0.0"
"beauxclay.com","true","false","0","0","0","0.0"
"bebopclay.com","true","false","0","0","0","0.0"
"beckclay.com","true","false","0","0","0","0.0"
"becksclay.com","true","false","0","0","0","0.0"
"bedclay.com","true","false","0","0","0","0.0"
"bedsclay.com","true","false","0","0","0","0.0"
"beeclay.com","false","false","0","0","0","0.0"
"beechclay.com","true","false","0","0","0","0.0"
"beefclay.com","true","false","0","0","0","0.0"
"beefsclay.com","true","false","0","0","0","0.0"
"beefyclay.com","true","false","0","0","0","0.0"
"beenclay.com","true","false","0","0","0","0.0"
"beepclay.com","true","false","0","0","0","0.0"
"beepsclay.com","true","false","0","0","0","0.0"
"beerclay.com","true","false","0","0","0","0.0"
"beersclay.com","true","false","0","0","0","0.0"
"beeryclay.com","true","false","0","0","0","0.0"
"bhajiclay.com","true","false","0","0","0","0.0"
"biasclay.com","true","false","0","0","0","0.0"
"bibclay.com","true","false","0","0","0","0.0"
"bibleclay.com","false","false","0","0","0","0.0"
"bibsclay.com","true","false","0","0","0","0.0"
"bidclay.com","false","false","0","0","0","0.0"
"biddyclay.com","true","false","0","0","0","0.0"
"bideclay.com","true","false","0","0","0","0.0"
"bidedclay.com","true","false","0","0","0","0.0"
"bidesclay.com","true","false","0","0","0","0.0"
"bidetclay.com","true","false","0","0","0","0.0"
"bidsclay.com","true","false","0","0","0","0.0"
"bierclay.com","true","false","0","0","0","0.0"
"biersclay.com","true","false","0","0","0","0.0"
"biffclay.com","true","false","0","0","0","0.0"
"biffsclay.com","true","false","0","0","0","0.0"
"bigclay.com","false","false","0","0","0","0.0"
"bightclay.com","true","false","0","0","0","0.0"
"bigotclay.com","true","false","0","0","0","0.0"
"bigsclay.com","true","false","0","0","0","0.0"
"bijouclay.com","true","false","0","0","0","0.0"
"bikeclay.com","true","false","0","0","0","0.0"
"bikedclay.com","true","false","0","0","0","0.0"
"bikerclay.com","true","false","0","0","0","0.0"
"bikesclay.com","true","false","0","0","0","0.0"
"bendclay.com","true","false","0","0","0","0.0"
"bendsclay.com","true","false","0","0","0","0.0"
"bendyclay.com","true","false","0","0","0","0.0"
"bentclay.com","true","false","0","0","0","0.0"
"bentsclay.com","true","false","0","0","0","0.0"
"beretclay.com","true","false","0","0","0","0.0"
"bergclay.com","true","false","0","0","0","0.0"
"bergsclay.com","true","false","0","0","0","0.0"
"berkclay.com","true","false","0","0","0","0.0"
"berksclay.com","true","false","0","0","0","0.0"
"bermclay.com","true","false","0","0","0","0.0"
"bermsclay.com","true","false","0","0","0","0.0"
"berryclay.com","false","false","0","0","0","0.0"
"berthclay.com","true","false","0","0","0","0.0"
"berylclay.com","true","false","0","0","0","0.0"
"besetclay.com","true","false","0","0","0","0.0"
"bestclay.com","false","false","0","0","0","0.0"
"bestsclay.com","true","false","0","0","0","0.0"
"betclay.com","false","false","0","0","0","0.0"
"betaclay.com","false","false","0","0","0","0.0"
